DAC_Bits,Voltaje_DAC,Mediana_ADC1(34)_V,Mediana_ADC2(35)_V,Unnamed: 4,Vled,Iled,Vcc
134,1.734,0.477,1.513,,1.6045463999999998,0.01513,2.9875464
135,1.747,0.479,1.527,,1.6030728,0.015269999999999999,3.0000728
136,1.76,0.479,1.537,,1.5930727999999998,0.01537,3.0000728
137,1.773,0.484,1.548,,1.6133888,0.01548,3.0313888
138,1.786,0.486,1.56,,1.6139152,0.015600000000000001,3.0439152000000003
139,1.799,0.488,1.572,,1.6144415999999997,0.01572,3.0564416
140,1.812,0.491,1.584,,1.6212312,0.01584,3.0752312
141,1.825,0.492,1.591,,1.6204944000000001,0.01591,3.0814944
142,1.838,0.494,1.607,,1.6170208000000001,0.01607,3.0940208
143,1.851,0.497,1.617,,1.6258104000000002,0.01617,3.1128104000000003
144,1.864,0.5,1.629,,1.6326,0.01629,3.1316
145,1.876,0.501,1.638,,1.6298632,0.01638,3.1378632
146,1.889,0.503,1.65,,1.6303896,0.0165,3.1503896
147,1.902,0.504,1.667,,1.6196528000000003,0.01667,3.1566528000000003
148,1.915,0.506,1.677,,1.6221792000000002,0.01677,3.1691792000000003
149,1.928,0.508,1.69,,1.6217056000000003,0.0169,3.1817056000000004
150,1.941,0.51,1.702,,1.6222320000000003,0.01702,3.1942320000000004
151,1.954,0.513,1.714,,1.6290216000000002,0.01714,3.2130216000000003
152,1.967,0.515,1.724,,1.6315480000000004,0.01724,3.2255480000000003
153,1.98,0.516,1.733,,1.6288112,0.01733,3.2318112
154,1.993,0.517,1.745,,1.6230744000000001,0.01745,3.2380744000000004
155,2.006,0.52,1.757,,1.6298640000000004,0.01757,3.256864
156,2.019,0.522,1.766,,1.6333904000000001,0.01766,3.2693904000000003
157,2.032,0.525,1.78,,1.6381800000000002,0.0178,3.28818
158,2.045,0.527,1.792,,1.6387064000000002,0.017920000000000002,3.3007064
159,2.058,0.529,1.801,,1.6422328000000004,0.018009999999999998,3.3132328
160,2.071,0.53,1.818,,1.6314960000000003,0.01818,3.3194960000000004
161,2.084,0.533,1.83,,1.6382856000000001,0.0183,3.3382856000000003
162,2.096,0.534,1.841,,1.6335488000000007,0.01841,3.3445488000000005
163,2.109,0.537,1.852,,1.6413384000000004,0.018520000000000002,3.3633384000000004
164,2.122,0.539,1.862,,1.6438648000000002,0.01862,3.3758648000000004
165,2.135,0.541,1.874,,1.6443912000000003,0.01874,3.3883912000000005
166,2.148,0.543,1.885,,1.6459176000000006,0.01885,3.4009176000000005
167,2.161,0.544,1.895,,1.6421808000000002,0.01895,3.4071808000000003
